region_code,region_name,region_level,n_species,n_checklists,top_hotspot,hotspot_name
US-NE-169,Thayer,subnational2,170,132,L569362,Little Blue WMA
US-NE-183,Wheeler,subnational2,170,94,L594096,Ericson Lake
US-NE-071,Garfield,subnational2,169,224,L1151566,Calamus Reservoir--Calamus Dam
US-NE-151,Saline,subnational2,166,162,L569354,Swan Creek WMA
US-NE-003,Antelope,subnational2,164,199,L1169189,Grove Lake
US-NE-139,Pierce,subnational2,161,155,L592555,Willow Creek SRA
US-NE-013,Box Butte,subnational2,159,197,L786330,Laing Park
US-NE-163,Sherman,subnational2,159,156,L674093,Bowman Lake SRA
US-NE-033,Cheyenne,subnational2,158,311,L155823,Sidney (town)
US-NE-093,Howard,subnational2,158,150,L650644,Dannebrog
US-NE-073,Gosper,subnational2,156,180,L510894,Johnson Lake SRA
US-NE-015,Boyd,subnational2,155,99,L738164,Parshall Bridge WMA
US-NE-091,Hooker,subnational2,155,121,L677686,Middle Loup River--Hwy 97 crossing
US-NE-173,Thurston,subnational2,154,90,L1132810,Winnebago WTP
US-NE-049,Deuel,subnational2,153,226,L970865,Chappell Lake
US-NE-075,Grant,subnational2,153,145,L677695,Frye Lake WMA
US-NE-175,Valley,subnational2,151,103,L1549142,Anderson Island
US-NE-117,McPherson,subnational2,147,167,L677714,Schick Lake
US-NE-061,Franklin,subnational2,146,114,L723570,Republican River--Hwy 10 crossing
US-NE-179,Wayne,subnational2,146,123,L1376602,Thompson-Barnes WMA
US-NE-009,Blaine,subnational2,141,107,L784298,Milburn Dam WMA
US-NE-143,Polk,subnational2,141,73,L720019,Osceola WTP
US-NE-103,Keya Paha,subnational2,139,106,L738181,Keya Paha River--Hwy 12 crossing
US-NE-007,Banner,subnational2,138,155,L697223,Wright's Gap Road
US-NE-065,Furnas,subnational2,135,143,L569402,Oxford
US-NE-077,Greeley,subnational2,132,81,L578016,Spalding
US-NE-005,Arthur,subnational2,127,85,L677725,Arthur
US-NE-011,Boone,subnational2,121,117,L594093,Olson Nature Preserve
US-GA-127,Glynn,subnational2,352,21467,L140461,Jekyll Island
US-GA-127,Glynn,subnational2,352,21467,L140461,Jekyll Island
US-GA-051,Chatham,subnational2,342,16310,L292172,Tybee Island
US-GA-191,McIntosh,subnational2,326,8516,L199269,Harris Neck NWR
US-GA-179,Liberty,subnational2,302,2922,L458847,St. Catherines Island (no public access)
US-GA-039,Camden,subnational2,293,4174,L150425,Cumberland Island National Seashore
US-GA-067,Cobb,subnational2,265,18645,L225489,CRNRA--Cochran Shoals Unit
US-GA-063,Clayton,subnational2,263,13385,L303413,Clayton County Water Authority--E.L. Huie Ponds
US-GA-015,Bartow,subnational2,262,7340,L598601,Brandon Farm & Taff Rd.
US-GA-059,Clarke,subnational2,260,21882,L361330,Lake Herrick
US-GA-021,Bibb,subnational2,257,10768,L769197,Macon Industrial Area (no public access)
US-GA-117,Forsyth,subnational2,257,4434,L587228,American Proteins Settling Ponds (Forsyth Co.)
US-GA-245,Richmond,subnational2,256,6280,L109172,Phinizy Swamp Nature Park
US-GA-215,Muscogee,subnational2,255,5028,L363724,Oxbow Meadows
US-GA-213,Murray,subnational2,254,4463,L794397,"Carter's Lake--Hidden Pond Trail, Re-reg Dam, and Reservoir Rd."
US-GA-095,Dougherty,subnational2,251,6089,L790162,Albany Riverfront Greenway Trail
US-GA-121,Fulton,subnational2,250,19348,L798603,"Big Creek Greenway Park (Alpharetta, Fulton Co.)"
US-GA-115,Floyd,subnational2,247,2288,L749188,Arrowhead Environmental Center
US-GA-089,DeKalb,subnational2,246,19040,L2295109,Lullwater Preserve (Emory President's Estate)
US-GA-135,Gwinnett,subnational2,245,13573,L753336,Little Mulberry Park
US-GA-029,Bryan,subnational2,240,891,L1065548,Richmond Hill Water Treatment Facility
US-GA-087,Decatur,subnational2,236,3153,L1086188,Lake Seminole--Dam area (GA)
US-GA-129,Gordon,subnational2,235,2234,L793207,"Pine Chapel, Moss, and Hunts Gin Rds."
US-GA-177,Lee,subnational2,235,1405,L2525382,Laramore Rd.
US-GA-133,Greene,subnational2,234,2194,L792703,Ward Rd. (Greene Co.)
US-GA-259,Stewart,subnational2,231,776,L474700,Eufaula NWR--Bradley Unit
US-GA-151,Henry,subnational2,230,2341,L1327592,Clayton County Water Authority--Lake Blalock (Henry Co.)
US-GA-219,Oconee,subnational2,230,9325,L597272,Astondale Rd. Farm Pond (Oconee Co.)
US-GA-031,Bulloch,subnational2,226,2950,L589836,Titan Turf Farm (Bulloch Co.)
US-GA-285,Troup,subnational2,225,1473,L247664,West Point Dam
US-GA-057,Cherokee,subnational2,223,8050,L2977111,JJ Biello Park
US-GA-185,Lowndes,subnational2,223,2034,L109167,Grand Bay WMA
US-GA-207,Monroe,subnational2,223,1740,L739032,Rum Creek WMA
US-GA-033,Burke,subnational2,220,1171,L722163,Yuchi WMA
US-GA-077,Coweta,subnational2,217,4149,L1399935,Chattahoochee Bend SP
US-GA-247,Rockdale,subnational2,217,1446,L598464,Panola Mountain SP
US-GA-297,Walton,subnational2,217,1496,L717655,Braswell Church Rd. and cattle ponds
US-GA-007,Baker,subnational2,216,766,L880341,J. W. Jones Ecological Research Ctr. (Baker Co.)
US-GA-139,Hall,subnational2,216,6581,L631813,Chicopee Lake
US-GA-049,Charlton,subnational2,214,1334,L109171,Okefenokee NWR
US-GA-157,Jackson,subnational2,214,1107,L374652,Bear Creek Reservoir (Jackson Co.)
US-GA-175,Laurens,subnational2,214,1654,L815539,Laurens Co. Loop--Thundering Springs Lake
US-GA-211,Morgan,subnational2,209,2400,L450478,Bostwick Sod Farm (Morgan Co.)
US-GA-085,Dawson,subnational2,206,1792,L452324,Dawson Forest
US-GA-237,Putnam,subnational2,206,718,L386501,Rock Eagle 4-H Center
US-GA-295,Walker,subnational2,206,884,L793498,Crockford-Pigeon Mt. WMA
US-GA-159,Jasper,subnational2,203,1073,L199597,Charlie Elliott Wildlife Center
US-GA-241,Rabun,subnational2,202,3354,L1458291,"Kelly's Creek Rd., Dillard"
US-GA-153,Houston,subnational2,200,1182,L1338098,Flat Creek PFA
US-GA-169,Jones,subnational2,199,1432,L339682,Piedmont NWR
US-GA-047,Catoosa,subnational2,197,2469,L713009,Chickamauga NMP
US-GA-193,Macon,subnational2,197,1070,L477845,Marshallville Super Sod Farm
US-GA-217,Newton,subnational2,197,683,L793546,Lake Varner
US-GA-073,Columbia,subnational2,196,3217,L1280407,Augusta Canal Trail
US-GA-313,Whitfield,subnational2,196,1552,L784437,Dug Gap Area
US-GA-221,Oglethorpe,subnational2,195,2001,L3186274,Bryan Park
US-GA-261,Sumter,subnational2,194,735,L793533,Cobb Owl Fields
US-GA-019,Berrien,subnational2,193,617,L337493,Paradise Public Fishing Area
US-GA-113,Fayette,subnational2,193,1164,L201295,Lake Horton
US-GA-145,Harris,subnational2,193,1053,L368011,Callaway Gardens
US-GA-045,Carroll,subnational2,192,1962,L454610,McIntosh Reserve
US-GA-147,Hart,subnational2,192,602,L807790,Hartwell Lake--Long Point RA
US-GA-201,Miller,subnational2,190,950,NA,NA
US-GA-061,Clay,subnational2,188,529,L616019,Walter F. George Dam
US-GA-267,Tattnall,subnational2,187,816,L720789,Glennville Wastewater Treatment Facility
US-GA-281,Towns,subnational2,187,1388,L872510,Ivy Log Gap Road--Towns Co. end
US-GA-291,Union,subnational2,187,1952,L300051,Brasstown Bald
US-GA-199,Meriwether,subnational2,186,690,L586167,Joe Kurz WMA
US-GA-013,Barrow,subnational2,185,736,L792119,Fort Yargo SP
US-GA-227,Pickens,subnational2,185,1579,L451958,Big Canoe--Meadows
US-GA-111,Fannin,subnational2,184,1189,L457186,Fannin County Park
US-GA-131,Grady,subnational2,184,479,L140370,Birdsong Plantation
US-GA-097,Douglas,subnational2,182,575,L676430,Sweetwater Creek SP
US-GA-303,Washington,subnational2,181,821,L5723737,KIWA-GA-Survey-307
US-GA-099,Early,subnational2,180,483,L3185002,Kolomoki Mounds SP--Temple Mound Area
US-GA-105,Elbert,subnational2,180,442,L731140,Richard B. Russell Dam
US-GA-123,Gilmer,subnational2,179,1471,L861528,Carter's Lake--Woodring Branch Campground
US-GA-253,Seminole,subnational2,179,385,L291301,Seminole SP
US-GA-277,Tift,subnational2,179,951,L1086171,Whiddon Mill Rd. Lakes (Tifton)
US-GA-293,Upson,subnational2,179,529,L734835,Sprewell Bluff SP
US-GA-009,Baldwin,subnational2,178,1010,L775529,Oconee River Greenway (Milledgeville)
US-GA-027,Brooks,subnational2,178,765,L845115,Okapilco flooplain/pasture (Brooks Co.)
US-GA-289,Twiggs,subnational2,178,525,L461485,Bond Swamp NWR
US-GA-035,Butts,subnational2,177,1798,L1435748,Indian Springs SP
US-GA-075,Cook,subnational2,177,391,L686602,Reed Bingham SP
US-GA-195,Madison,subnational2,175,581,L2253088,Watson Mill Bridge SP (Madison Co.)
US-GA-053,Chattahoochee,subnational2,174,331,L991445,Boat Ramp Rd.-Ft. Benning (Chattahoochee Co.)
US-GA-205,Mitchell,subnational2,174,469,NA,NA
US-GA-251,Screven,subnational2,174,465,L2069561,Tuckahoe WMA
US-GA-107,Emanuel,subnational2,173,539,L1148688,George L. Smith SP
US-GA-187,Lumpkin,subnational2,173,578,L2972564,Lake Zwerner
US-GA-103,Effingham,subnational2,170,407,NA,NA
US-GA-183,Long,subnational2,169,512,L3194832,Skeens Farm (limited access)
US-GA-081,Crisp,subnational2,168,602,L652256,Georgia Veteran's Memorial SP
US-GA-137,Habersham,subnational2,167,541,L2037511,Hardman Rd. Sod
US-GA-163,Jefferson,subnational2,167,648,NA,NA
US-GA-171,Lamar,subnational2,166,3378,NA,NA
US-GA-255,Spalding,subnational2,166,576,L823830,Heads Creek Reservoir PFA
US-GA-109,Evans,subnational2,163,266,L385504,Evans County Public Fishing Area
US-GA-275,Thomas,subnational2,163,469,L881669,Tall Timbers Research Station--Wade Tract
US-GA-001,Appling,subnational2,162,385,L2109050,Moody Forest Natural Area--Tavia's Trail
US-GA-249,Schley,subnational2,162,576,NA,NA
US-GA-065,Clinch,subnational2,161,562,NA,NA
US-GA-189,McDuffie,subnational2,160,203,L1333239,McDuffie PFA
US-GA-071,Colquitt,subnational2,159,213,L4142512,Reed Bingham SP (Colquitt Co. side)
US-GA-165,Jenkins,subnational2,159,195,L608014,Magnolia Springs SP
US-GA-263,Talbot,subnational2,159,166,L814775,Big Lazer Creek WMA
US-GA-311,White,subnational2,159,760,L300057,Unicoi SP
US-GA-149,Heard,subnational2,158,230,L2246502,Plant Wansley
US-GA-239,Quitman,subnational2,157,261,NA,NA
US-GA-083,Dade,subnational2,155,391,L925261,Cloudland Canyon State Park (Dade Co.)
US-GA-023,Bleckley,subnational2,154,1320,L3405921,Ocmulgee WMA
US-GA-181,Lincoln,subnational2,152,298,L1333245,Strom Thurmond/Clark's Hill Res.--Cherokee Recreation Area
US-GA-257,Stephens,subnational2,152,251,NA,NA
US-GA-299,Ware,subnational2,152,514,L903314,Laura S. Walker State Park (Ware Co.)
US-GA-305,Wayne,subnational2,152,234,L5723503,KIWA-GA-Survey-082
US-GA-319,Wilkinson,subnational2,152,115,L5723431,KIWA-GA-Survey-011
US-GA-093,Dooly,subnational2,150,319,L1406870,Flint River WMA
US-GA-119,Franklin,subnational2,149,277,L2131274,Tugaloo SP
US-GA-321,Worth,subnational2,149,430,L591509,Iron Oak Turf Farm
US-GA-037,Calhoun,subnational2,148,254,NA,NA
US-GA-231,Pike,subnational2,148,228,L2453638,Still Branch Reservoir
US-GA-011,Banks,subnational2,147,232,L3102647,Wilson Shoals WMA
US-GA-225,Peach,subnational2,147,364,L591477,Perry Super Sod Farm
US-GA-269,Taylor,subnational2,145,236,L2838156,Fall Line Sandhills Natural Area
US-GA-091,Dodge,subnational2,144,267,L774883,Dodge County Public Fishing Area
US-GA-223,Paulding,subnational2,142,658,L1572004,Sheffield WMA
US-GA-233,Polk,subnational2,142,263,L2067826,J. L. Lester WMA
US-GA-043,Candler,subnational2,140,391,NA,NA
US-GA-055,Chattooga,subnational2,140,318,L3597021,James H. Sloppy Floyd SP
US-GA-287,Turner,subnational2,140,1143,NA,NA
US-GA-273,Terrell,subnational2,139,229,NA,NA
US-GA-069,Coffee,subnational2,138,185,L895684,General Coffee S. P. (Coffee Co.)
US-GA-017,Ben Hill,subnational2,136,152,L800451,Milton 'Buddy' Hopkins Nature Preserve
US-GA-141,Hancock,subnational2,136,183,L386496,Lake Oconee--Wallace Dam
US-GA-243,Randolph,subnational2,136,231,NA,NA
US-GA-235,Pulaski,subnational2,135,121,L1456500,Ocmulgee PFA
US-GA-161,Jeff Davis,subnational2,134,195,L5723437,KIWA-GA-Survey-017
US-GA-271,Telfair,subnational2,133,371,L5723442,KIWA-GA-Survey-022
US-GA-173,Lanier,subnational2,132,114,L1025562,Banks Lake NWR
US-GA-279,Toombs,subnational2,132,423,NA,NA
US-GA-265,Taliaferro,subnational2,130,161,L5723590,KIWA-GA-Survey-166
US-GA-309,Wheeler,subnational2,129,117,L2119349,Little Ocmulgee SP
US-GA-317,Wilkes,subnational2,129,194,L5723593,KIWA-GA-Survey-169
US-GA-155,Irwin,subnational2,128,123,L5723428,KIWA-GA-Survey-009
US-GA-025,Brantley,subnational2,127,379,L5723491,KIWA-GA-Survey-070
US-GA-101,Echols,subnational2,126,134,NA,NA
US-GA-167,Johnson,subnational2,125,303,NA,NA
US-GA-301,Warren,subnational2,124,151,L2056594,Warrenton Waste Water Treatment
US-GA-315,Wilcox,subnational2,124,194,L5723433,KIWA-GA-Survey-013
US-GA-229,Pierce,subnational2,121,133,L5723680,KIWA-GA-Survey-253
US-GA-197,Marion,subnational2,117,189,NA,NA
US-GA-209,Montgomery,subnational2,117,1206,NA,NA
US-GA-003,Atkinson,subnational2,116,127,L5723560,KIWA-GA-Survey-136
US-GA-079,Crawford,subnational2,116,134,NA,NA
US-GA-125,Glascock,subnational2,116,127,NA,NA
US-GA-283,Treutlen,subnational2,114,152,NA,NA
US-GA-307,Webster,subnational2,111,90,NA,NA
US-GA-143,Haralson,subnational2,110,175,NA,NA
US-GA-005,Bacon,subnational2,88,89,NA,NA
US-MT-071,Phillips,subnational2,317,2817,L158584,Bowdoin NWR
US-MT-071,Phillips,subnational2,317,2817,L158584,Bowdoin NWR
US-MT-029,Flathead,subnational2,311,12453,L2609622,Creston Wetland
US-MT-105,Valley,subnational2,302,4356,L571909,Kiwanis Park--Camp Area
US-MT-035,Glacier,subnational2,296,7524,L1108232,Glacier NP--East Glacier Park--Glacier Park Lodge
US-MT-013,Cascade,subnational2,293,6855,L1286659,Giant Springs State Park
US-MT-063,Missoula,subnational2,292,27105,L474318,Smurfit-Stone Container (restricted access)
US-MT-111,Yellowstone,subnational2,292,5271,L777589,Riverfront Park
US-MT-049,Lewis and Clark,subnational2,288,8022,L158588,Helena Valley Regulating Reservoir
US-MT-099,Teton,subnational2,283,1894,L247312,Freezout Lake WMA
US-MT-031,Gallatin,subnational2,282,22649,L512254,East Gallatin Recreation Area--Glen Lake
US-MT-047,Lake,subnational2,281,4349,L247316,Ninepipe NWR
US-MT-081,Ravalli,subnational2,279,6322,L247311,Lee Metcalf NWR
US-MT-067,Park,subnational2,275,4584,L594020,Cottonwood Reservoir
US-MT-057,Madison,subnational2,273,3860,L1147601,Ennis Lake
US-MT-001,Beaverhead,subnational2,270,2182,L1110292,Red Rock Lakes NWR
US-MT-077,Powell,subnational2,268,2065,L1254749,Browns Lake
US-MT-091,Sheridan,subnational2,264,1347,L332514,Medicine Lake NWR
US-MT-009,Carbon,subnational2,260,1894,L352878,Cooney Reservoir
US-MT-023,Deer Lodge,subnational2,254,2660,L1312278,Arco Ponds
US-MT-007,Broadwater,subnational2,246,1156,L1152327,Canyon Ferry Lake--Lower Ray Creek
US-MT-095,Stillwater,subnational2,246,1194,L166589,Big Lake
US-MT-089,Sanders,subnational2,239,920,L1180802,National Bison Range--loop drive
US-MT-053,Lincoln,subnational2,236,1462,L325090,Kootenai Falls
US-MT-101,Toole,subnational2,236,3019,L2348135,Lake Shel-oole
US-MT-003,Big Horn,subnational2,234,817,L1435481,Bighorn Canyon National Recreation Area--Afterbay Reservoir
US-MT-043,Jefferson,subnational2,233,6121,L1277617,Lewis and Clark Caverns SP
US-MT-027,Fergus,subnational2,228,1461,L1287042,James Kipp State Recreation Area
US-MT-015,Chouteau,subnational2,224,372,L2956332,Fort Benton Riverfront Trail
US-MT-017,Custer,subnational2,215,590,L1335778,Spotted Eagle Recreation Area
US-MT-065,Musselshell,subnational2,213,901,L3715131,Lake Mason South Shore
US-MT-073,Pondera,subnational2,210,726,L487213,Lake Frances
US-MT-039,Granite,subnational2,207,652,L1429975,Rock Creek Rd.
US-MT-085,Roosevelt,subnational2,205,300,L3713082,Wolf Point Riverside Trail
US-MT-055,McCone,subnational2,204,364,L1432274,Charles M. Russell NWR--Nelson Creek Recreation Area
US-MT-059,Meagher,subnational2,204,856,L2183081,Newlan Creek Reservoir
US-MT-097,Sweet Grass,subnational2,202,616,L1214464,Lavold Reservoir
US-MT-087,Rosebud,subnational2,200,437,L1429965,West Rosebud Park
US-MT-093,Silver Bow,subnational2,198,616,L2181405,Mt. Haggin WMA--German Gulch access
US-MT-033,Garfield,subnational2,197,291,L158587,Hell Creek State Park
US-MT-041,Hill,subnational2,197,242,L808195,Beaver Creek Park
US-MT-069,Petroleum,subnational2,191,182,L1110297,War Horse NWR
US-MT-005,Blaine,subnational2,187,321,L4576507,Montana--Hwy 8 Wetland
US-MT-011,Carter,subnational2,187,239,L1435090,Medicine Rocks SP
US-MT-107,Wheatland,subnational2,187,661,L978514,Harlowton--Chief Joseph Park
US-MT-037,Golden Valley,subnational2,185,328,L4873467,Spidel WPA
US-MT-083,Richland,subnational2,181,219,L2885895,Seven Sisters WMA
US-MT-061,Mineral,subnational2,178,1804,L2332083,Lookout Pass (Montana)
US-MT-075,Powder River,subnational2,177,180,L3776436,Red Shale Campground
US-MT-051,Liberty,subnational2,167,282,L279425,Sanford Park
US-MT-021,Dawson,subnational2,166,254,L371925,Makoshika SP
US-MT-079,Prairie,subnational2,162,100,L387194,Coal Creek Reservoir
US-MT-019,Daniels,subnational2,160,309,L3508682,Whitetail Reservoir
US-MT-045,Judith Basin,subnational2,160,190,L1169964,Ackley Lake State Park
US-MT-025,Fallon,subnational2,156,140,L1429966,Lake Baker
US-MT-103,Treasure,subnational2,130,84,L4951280,Howrey Island Recreation Area
US-MT-109,Wibaux,subnational2,121,87,L5911572,Lamesteer NWR
US-TN-157,Shelby,subnational2,343,16049,L267805,Ensley Bottoms--Maxson Wastewater Lagoons (The Pits)/Earth Complex
US-TN-157,Shelby,subnational2,343,16049,L267805,Ensley Bottoms--Maxson Wastewater Lagoons (The Pits)/Earth Complex
US-TN-095,Lake,subnational2,334,1911,L818013,Reelfoot--Black Bayou Refuge (Main Unit)
US-TN-065,Hamilton,subnational2,307,13539,L268512,Standifer Gap Marsh
US-TN-079,Henry,subnational2,305,2606,L132064,Tennessee NWR--Big Sandy Unit
US-TN-037,Davidson,subnational2,296,20977,L132066,Shelby Park and Bottoms (Nashville)
US-TN-045,Dyer,subnational2,296,839,L821685,Moss Island WMA
US-TN-131,Obion,subnational2,296,822,L132068,Reelfoot NWR (TN)
US-TN-085,Humphreys,subnational2,289,1628,L132063,Tennessee NWR--Duck River Unit
US-TN-071,Hardin,subnational2,283,865,L794413,Pickwick Dam
US-TN-163,Sullivan,subnational2,277,10186,L617374,Steele Creek Park
US-TN-053,Gibson,subnational2,274,664,L1029968,Gibson County Lake
US-TN-093,Knox,subnational2,273,23602,L158240,Seven Islands State Birding Park
US-TN-097,Lauderdale,subnational2,273,584,L268230,Chickasaw NWR
US-TN-161,Stewart,subnational2,272,1911,L353224,Cross Creeks NWR
US-TN-009,Blount,subnational2,269,6791,L188899,Great Smoky Mt. NP--Cades Cove
US-TN-179,Washington,subnational2,264,11699,L592666,Austin Springs
US-TN-141,Putnam,subnational2,258,4813,L465567,Cane Creek Park (Cookeville)
US-TN-125,Montgomery,subnational2,257,10720,L1404805,Liberty Park and Marina
US-TN-145,Roane,subnational2,255,2501,L141405,Kingston Steam Plant (restricted access)
US-TN-149,Rutherford,subnational2,255,6953,L1773726,J. Percy Priest WMA--Field Trial area
US-TN-165,Sumner,subnational2,254,1246,L132065,Old Hickory Lake
US-TN-029,Cocke,subnational2,252,1634,L281763,Rankin Bottoms
US-TN-019,Carter,subnational2,249,5242,L598991,Elizabethton Walkway
US-TN-001,Anderson,subnational2,248,4405,L149830,Eagle Bend Fish Hatchery
US-TN-075,Haywood,subnational2,247,833,L131176,Hatchie NWR
US-TN-135,Perry,subnational2,246,1189,L2493662,Hardin Bottom
US-TN-099,Lawrence,subnational2,243,574,L821689,Laurel Hill WMA
US-TN-115,Marion,subnational2,238,1178,L682992,Nickajack Dam
US-TN-167,Tipton,subnational2,238,771,L1619997,Coon Valley Road
US-TN-073,Hawkins,subnational2,237,2430,L666420,Phipps Bend
US-TN-005,Benton,subnational2,236,391,L714541,Camden WMA
US-TN-035,Cumberland,subnational2,236,3022,L816507,Lake Tansi
US-TN-051,Franklin,subnational2,236,1210,L284754,Woods Reservoir
US-TN-155,Sevier,subnational2,233,6289,L416629,Great Smoky Mt. NP (Tennessee)
US-TN-119,Maury,subnational2,232,677,L1018921,Monsanto Ponds
