region_code,region_name,region_level,n_species,n_checklists,top_hotspot,hotspot_name
US-AR-049,Fulton,subnational2,188,184,L507839,Mammoth Spring SP
US-AR-123,St. Francis,subnational2,188,210,L765617,U of A Pine Tree Experimental Station WDA
US-AR-097,Montgomery,subnational2,186,1175,L507953,Ouachita NF (Montgomery Co.)
US-AR-075,Lawrence,subnational2,183,88,L373000,Shirey Bay Rainey Brake WMA
US-AR-103,Ouachita,subnational2,183,125,L508209,White Oak Lake
US-AR-013,Calhoun,subnational2,182,62,L4108072,Ouachita River Bottoms--Across from Calion
US-AR-109,Pike,subnational2,180,118,L508006,Lake Greeson
US-AR-135,Sharp,subnational2,175,108,L765596,Harold E. Alexander Spring River WMA
US-AR-021,Clay,subnational2,172,102,L127203,Dave Donaldson Black River WMA
US-AR-137,Stone,subnational2,171,755,L508346,Ozark NF (Stone Co.)
US-AR-053,Grant,subnational2,168,189,L439539,Jenkins Ferry Battleground SP
US-AR-063,Independence,subnational2,168,122,L4026804,Foushee Cave Natural Area
US-AR-067,Jackson,subnational2,161,281,L434456,Jacksonport SP
US-AR-079,Lincoln,subnational2,157,55,L426039,Cane Creek SP
US-AR-129,Searcy,subnational2,157,197,L365194,Buffalo National River--Gilbert
US-AR-011,Bradley,subnational2,155,67,L127232,Felsenthal NWR (Bradley Co.)
US-AR-065,Izard,subnational2,151,84,L2411624,Devil's Knob-Devil's Backbone Natural Area
US-AR-039,Dallas,subnational2,143,108,NA,NA
US-AR-121,Randolph,subnational2,136,61,L508010,Old Davidsonville SP
US-AR-099,Nevada,subnational2,133,58,L464980,White Oak Lake SP
US-AR-025,Cleveland,subnational2,127,62,L765641,Kingsland Prairie Preserve
US-DE-005,Sussex,subnational2,378,36696,L126645,Prime Hook NWR
US-DE-001,Kent,subnational2,355,24770,L126637,Bombay Hook National Wildlife Refuge
US-DE-001,Kent,subnational2,355,24770,L126637,Bombay Hook National Wildlife Refuge
US-DE-003,New Castle,subnational2,339,37821,L3013541,Augustine Wildlife Area--Ashton Tract
US-MO-183,St. Charles,subnational2,344,15287,L169447,Riverlands Migratory Bird Sanctuary
US-MO-183,St. Charles,subnational2,344,15287,L169447,Riverlands Migratory Bird Sanctuary
US-MO-019,Boone,subnational2,327,33389,L158323,Eagle Bluffs CA
US-MO-095,Jackson,subnational2,320,17906,L271558,Longview Lake
US-MO-189,St. Louis,subnational2,317,28125,L342700,Columbia Bottom CA
US-MO-047,Clay,subnational2,314,5281,L166090,Smithville Lake (Clay Co.)
US-MO-087,Holt,subnational2,311,2934,L170028,Loess Bluffs NWR
US-MO-021,Buchanan,subnational2,310,2501,L371496,Lake Contrary
US-MO-077,Greene,subnational2,303,9628,L999763,Lake Springfield--Lake Springfield Park
US-MO-113,Lincoln,subnational2,295,5783,L342578,BK Leach CA
US-MO-217,Vernon,subnational2,293,1755,L273053,Schell-Osage CA (Vernon Co.)
US-MO-165,Platte,subnational2,283,4193,L342585,Little Bean Marsh CA
US-MO-207,Stoddard,subnational2,280,4882,L1272980,Otter Slough CA
US-MO-083,Henry,subnational2,279,1356,L273056,Montrose CA
US-MO-163,Pike,subnational2,275,1139,L265050,Clarence Cannon NWR
US-MO-069,Dunklin,subnational2,273,2235,L798637,Rice Fields of Dunklin Co.
US-MO-101,Johnson,subnational2,271,5506,L386524,Perry Memorial CA
US-MO-121,Macon,subnational2,271,2369,L273251,Long Branch Lake and SP
US-MO-037,Cass,subnational2,270,5622,L342583,Settle's Ford CA (Cass Co.)
US-MO-041,Chariton,subnational2,268,713,L281327,Swan Lake NWR
US-MO-051,Cole,subnational2,266,3938,L342597,Binder Lake
US-MO-195,Saline,subnational2,257,2279,L342550,Grand Pass CA
US-MO-027,Callaway,subnational2,256,3397,L342587,Little Dixie Lake CA
US-MO-161,Phelps,subnational2,254,6624,L342553,Little Prairie CA
US-MO-167,Polk,subnational2,254,863,L509445,Stockton Lake--Aldrich Arm
US-MO-510,St. Louis City,subnational2,254,7330,L213077,Forest Park
US-MO-185,St. Clair,subnational2,252,975,L166053,Taberville Prairie CA
US-MO-213,Taney,subnational2,251,1969,L342579,Drury-Mincy CA
US-MO-039,Cedar,subnational2,249,657,L371033,Stockton Lake and SP
US-MO-097,Jasper,subnational2,249,2311,L250892,Kellogg Lake Park
US-MO-017,Bollinger,subnational2,248,1261,L342570,Duck Creek CA (Bollinger Co.)
US-MO-133,Mississippi,subnational2,247,794,L338659,Ten Mile Pond CA
US-MO-015,Benton,subnational2,246,1230,L281395,Hi Lonesome Prairie CA
US-MO-145,Newton,subnational2,246,3088,L342746,Capps Creek CA
US-MO-057,Dade,subnational2,245,2109,L2102889,Stockton Lake--Twin Bridges
US-MO-117,Livingston,subnational2,245,473,L295650,Fountain Grove CA (Livingston Co.)
US-MO-011,Barton,subnational2,241,1017,L280800,Prairie SP
US-MO-157,Perry,subnational2,239,1202,L460098,Perry County Community Lake
US-MO-001,Adair,subnational2,238,2196,L352150,Thousand Hills SP
US-MO-177,Ray,subnational2,238,733,L273255,Sunshine Lake
US-MO-225,Webster,subnational2,237,2069,L342575,Compton Hollow CA
US-MO-009,Barry,subnational2,236,1384,L283378,Roaring River SP
US-MO-031,Cape Girardeau,subnational2,233,3092,L508947,Maintz Wildlife Preserve
US-MO-115,Linn,subnational2,233,670,L331069,Pershing SP
US-MO-089,Howard,subnational2,232,1448,L342549,Franklin Island CA
US-MO-147,Nodaway,subnational2,232,457,L285033,Mozingo Lake CA
US-MO-043,Christian,subnational2,230,1849,L342654,Busiek SF and WA
US-MO-107,Lafayette,subnational2,230,1108,L342751,Maple Leaf Lake CA
US-MO-053,Cooper,subnational2,226,1053,L470623,Big Muddy NFWR--Overton Bottoms North Unit
US-MO-071,Franklin,subnational2,226,3660,L150420,Shaw Nature Reserve
US-MO-209,Stone,subnational2,226,719,L460083,Wire Road CA
US-MO-223,Wayne,subnational2,226,610,L338666,Lake Wappapello SP
US-MO-013,Bates,subnational2,223,363,L1911898,Settle's Ford CA (Bates Co.)
US-MO-049,Clinton,subnational2,223,629,L349718,Wallace SP
US-MO-131,Miller,subnational2,222,1425,L342739,Saline Valley CA
US-MO-111,Lewis,subnational2,221,796,L329202,Wakonda SP
US-MO-029,Camden,subnational2,220,1648,L350646,Lake of the Ozarks and SP
US-MO-155,Pemiscot,subnational2,219,637,L594954,Black Island CA--Stephen C. Bradford Unit
US-MO-159,Pettis,subnational2,214,834,L2798608,Perry Memorial CA-Pettis Co.
US-MO-173,Ralls,subnational2,209,793,L4908417,Mark Twain Lake--John F. Spalding Recreation Area
US-MO-005,Atchison,subnational2,208,380,L342593,Brickyard Hill CA
US-MO-099,Jefferson,subnational2,207,4251,L342657,Young CA
US-MO-201,Scott,subnational2,207,625,L353806,General Watkins CA
US-MO-065,Dent,subnational2,206,907,L342734,White River Trace CA
US-MO-109,Lawrence,subnational2,206,683,L342656,Talbot CA
US-MO-187,St. Francois,subnational2,206,1539,L352156,St. Francois SP
US-MO-063,DeKalb,subnational2,204,632,L342645,Pony Express Lake CA
US-MO-211,Sullivan,subnational2,204,302,L342576,Union Ridge CA
US-MO-143,New Madrid,subnational2,201,396,L342554,Donaldson Point CA
US-MO-179,Reynolds,subnational2,200,722,L351948,Johnson's Shut-Ins SP
US-MO-135,Moniteau,subnational2,199,776,L342711,Manito Lake CA (Moniteau County)
US-MO-186,Ste. Genevieve,subnational2,197,642,L279866,Hawn SP
US-MO-081,Harrison,subnational2,196,530,L281389,Dunn Ranch
US-MO-169,Pulaski,subnational2,195,881,L427726,Roubidoux Creek CA
US-MO-203,Shannon,subnational2,195,772,L1823108,Current River SP
US-MO-137,Monroe,subnational2,194,630,L330382,Mark Twain Lake and SP
US-MO-119,McDonald,subnational2,193,420,L468570,Big Sugar Creek SP
US-MO-175,Randolph,subnational2,193,382,L4587828,Thomas Hill Reservoir (Randolph County)
US-MO-023,Butler,subnational2,192,753,L342660,Coon Island CA
US-MO-171,Putnam,subnational2,192,218,L342573,Rebel's Cove CA (Putnam Co.)
US-MO-091,Howell,subnational2,191,659,L860881,Tingler Prairie CA
US-MO-141,Morgan,subnational2,189,717,L4032839,Lamine River CA (Morgan County)
US-MO-149,Oregon,subnational2,188,544,L2167636,Mark Twain NF--Greer Spring
US-MO-153,Ozark,subnational2,188,550,L342562,Caney Mountain CA
US-MO-127,Marion,subnational2,187,442,L1484542,Riverview Park
US-MO-035,Carter,subnational2,186,484,L342761,Peck Ranch CA
US-MO-215,Texas,subnational2,186,632,L351954,White SF Nursery
US-MO-003,Andrew,subnational2,185,344,L342647,Honey Creek CA
US-MO-025,Caldwell,subnational2,184,190,L350197,Hamilton City Lake
US-MO-085,Hickory,subnational2,184,267,L383684,Pomme de Terre Lake and SP
US-MO-045,Clark,subnational2,182,291,L285970,Battle of Athens SHS
US-MO-055,Crawford,subnational2,181,711,L209673,Onondaga Cave SP
US-MO-105,Laclede,subnational2,180,439,L342708,Bennett Spring SP (Laclede Co.)
US-MO-221,Washington,subnational2,180,640,L352739,Washington SP
US-MO-007,Audrain,subnational2,178,436,L354749,Teal Lake
US-MO-205,Shelby,subnational2,178,346,L349170,Hunnewell Lake CA
US-MO-103,Knox,subnational2,176,222,L342563,Henry Sever Lake CA
US-MO-139,Montgomery,subnational2,176,482,L342571,Danville CA
US-MO-059,Dallas,subnational2,170,220,L342759,Lead Mine CA
US-MO-181,Ripley,subnational2,169,535,L351317,Little Black CA
US-MO-093,Iron,subnational2,168,419,L371038,Taum Sauk Mountain SP
US-MO-219,Warren,subnational2,167,539,L342551,Daniel Boone CA
US-MO-033,Carroll,subnational2,166,208,L353200,Bunch Hollow CA
US-MO-125,Maries,subnational2,166,301,L342733,Clifty Creek CA
US-MO-061,Daviess,subnational2,160,218,L674474,Holmes Bend Access
US-MO-151,Osage,subnational2,158,449,L354170,Painted Rock CA
US-MO-073,Gasconade,subnational2,157,330,L342693,Canaan CA
US-MO-123,Madison,subnational2,151,343,L368220,Fredericktown City Lake
US-MO-067,Douglas,subnational2,144,200,L794434,Rippee CA
US-MO-079,Grundy,subnational2,140,132,L371032,Crowder SP
US-MO-229,Wright,subnational2,131,107,L888488,Fuson CA
US-MO-075,Gentry,subnational2,128,87,L2259354,Elam Bend CA
US-MO-227,Worth,subnational2,120,88,L1849295,Seat Memorial CA
US-MO-129,Mercer,subnational2,117,82,L387256,Lake Paho CA
US-MO-197,Schuyler,subnational2,108,254,L342753,Bloch Memorial Pond
US-MO-199,Scotland,subnational2,103,30,L358781,Indian Hills CA
US-IN-089,Lake,subnational2,347,8781,L271446,"Miller Beach, Lake Street"
US-IN-127,Porter,subnational2,336,10743,L335435,Indiana Dunes SP
US-IN-127,Porter,subnational2,336,10743,L335435,Indiana Dunes SP
US-IN-091,LaPorte,subnational2,313,4594,L248276,Kingsbury State Fish & Wildlife Area
US-IN-051,Gibson,subnational2,307,5384,L320465,Cane Ridge WMA
US-IN-105,Monroe,subnational2,307,13439,L315008,Fairfax State Recreation Area
US-IN-055,Greene,subnational2,297,8387,L319816,Goose Pond FWA (Please consider using a more specific location.)
US-IN-157,Tippecanoe,subnational2,295,20998,L445373,Celery Bog Nature Area
US-IN-097,Marion,subnational2,293,16242,L157179,Eagle Creek Park
US-IN-039,Elkhart,subnational2,292,10449,L459786,Wakarusa Wastewater Treatment Facility
US-IN-111,Newton,subnational2,292,4310,L168438,Willow Slough FWA
US-IN-003,Allen,subnational2,282,4285,L983966,Eagle Marsh Nature Preserve
US-IN-153,Sullivan,subnational2,281,2046,L468533,Greene Sullivan SF--Dugger Unit
US-IN-007,Benton,subnational2,279,970,L157760,Pine Creek Gamebird Habitat Area
US-IN-167,Vigo,subnational2,277,2846,L905278,Wabashiki FWA
US-IN-029,Dearborn,subnational2,275,1775,L140462,"Oxbow (a.k.a. Old Channel Lake), Lawrenceburg"
US-IN-013,Brown,subnational2,272,2739,L248106,Lake Lemon--Hengeveld's
US-IN-087,LaGrange,subnational2,270,2857,L552854,Pigeon River FWA (LaGrange Co.)
US-IN-141,St. Joseph,subnational2,268,10189,L219710,Potato Creek SP
US-IN-173,Warrick,subnational2,268,7892,L564321,Blue Grass FWA
US-IN-071,Jackson,subnational2,267,3592,L163702,"Muscatatuck NWR (Historical, please do not use for current lists)"
US-IN-161,Union,subnational2,266,2388,L326760,Brookville Lake
US-IN-011,Boone,subnational2,265,2995,L2034462,Oak Hill Cemetery
US-IN-057,Hamilton,subnational2,264,5627,L453084,Strawtown Koteewi Park
US-IN-125,Pike,subnational2,261,1318,L1083520,Patoka River NWR (Pike Co.)
US-IN-163,Vanderburgh,subnational2,258,4732,L564333,Eagle Slough Natural Area (SLT)
US-IN-035,Delaware,subnational2,257,2337,L663143,Prairie Creek Reservoir (please consider using a more specific location)
US-IN-019,Clark,subnational2,254,2421,L271518,Falls of the Ohio (IN)
US-IN-165,Vermillion,subnational2,253,776,L323164,Universal Strip Mines (Vermillion Co.)
US-IN-107,Montgomery,subnational2,251,1107,L890181,"Lye Creek Prairie Burn, aka The Burn"
US-IN-017,Cass,subnational2,250,2211,L295734,River Bluff Trail
US-IN-085,Kosciusko,subnational2,245,1662,L385801,Tri-County FWA
US-IN-151,Steuben,subnational2,245,1965,L294052,Pokagon SP
US-IN-069,Huntington,subnational2,244,1266,L1498499,Salamonie Lake--Lost Bridge West State Recreation Area
US-IN-073,Jasper,subnational2,241,620,L2329515,Jasper-Pulaski FWA
US-IN-149,Starke,subnational2,238,1072,L123561,"Kankakee State FWA (Historical, do not use for current checklists)"
US-IN-117,Orange,subnational2,237,869,L291584,Patoka Lake (Orange Co.)
US-IN-065,Henry,subnational2,236,784,L212401,Summit Lake SP
US-IN-143,Scott,subnational2,235,735,L768475,Hardy Lake
US-IN-169,Wabash,subnational2,235,591,L270897,Salamonie River State Forest
US-IN-047,Franklin,subnational2,234,769,L1009450,Mounds State Recreation Area
US-IN-081,Johnson,subnational2,234,3763,L1191563,Atterbury FWA
US-IN-177,Wayne,subnational2,234,1049,L3138191,Earlham College--Back Campus
US-IN-121,Parke,subnational2,233,744,L764833,Turkey Run SP
US-IN-021,Clay,subnational2,232,467,L338677,Chinook FWA West Unit
US-IN-129,Posey,subnational2,231,639,L340082,Hovey Lake FWA
US-IN-147,Spencer,subnational2,231,676,L328746,Lincoln SP
US-IN-099,Marshall,subnational2,228,412,L4658761,"Elm Road, Tippecanoe"
US-IN-027,Daviess,subnational2,227,641,L1101276,West Boggs Lake (Daviess Co.)
US-IN-079,Jennings,subnational2,227,589,L1307600,Muscatatuck NWR (Jennings Co.)
US-IN-093,Lawrence,subnational2,224,1855,L157772,Spring Mill SP
US-IN-109,Morgan,subnational2,224,1023,L260577,Morgan-Monroe State Forest (Morgan Co.)
US-IN-005,Bartholomew,subnational2,223,707,L731943,Fort Atterbury--West (Restricted Access)
US-IN-063,Hendricks,subnational2,223,1651,L1563391,Sodalis Nature Park
US-IN-095,Madison,subnational2,222,1436,L292420,Mounds State Park
US-IN-059,Hancock,subnational2,220,1460,L4760588,"Thornwood Preserve, Greenfield"
US-IN-133,Putnam,subnational2,220,2081,L1889908,DePauw Nature Park
US-IN-083,Knox,subnational2,219,801,L157769,Ouabache Trails Park
US-IN-043,Floyd,subnational2,217,1680,L655056,Loop Island Wetlands
US-IN-113,Noble,subnational2,217,3573,L200665,Chain O' Lakes SP
US-IN-037,Dubois,subnational2,216,589,L1507179,Ferdinand SF
US-IN-131,Pulaski,subnational2,216,352,L270894,Winamac FWA
US-IN-171,Warren,subnational2,215,305,L637028,Black Rock Barrens Nature Preserve (TNC)
US-IN-137,Ripley,subnational2,212,445,L742038,Versailles SP
US-IN-061,Harrison,subnational2,208,5721,L757563,O'Bannon Woods SP
US-IN-181,White,subnational2,208,637,L775417,Monticello City Park
US-IN-075,Jay,subnational2,205,689,L1267726,Loblolly Marsh Wetland Preserve
US-IN-103,Miami,subnational2,205,934,L472683,Mississinewa Lake--Dam
US-IN-077,Jefferson,subnational2,202,459,L1799948,Big Oaks NWR (Jefferson Co.)
US-IN-175,Washington,subnational2,199,280,L3284711,Elk Creek Reservoir & Knobstone Trail
US-IN-119,Owen,subnational2,197,801,L259755,McCormick's Creek SP
US-IN-053,Grant,subnational2,196,929,L3640935,Matter Park
US-IN-001,Adams,subnational2,195,261,L3774319,Limberlost Swamp Wetland Preserve (Adams Co.)
US-IN-045,Fountain,subnational2,184,239,L2778757,Portland Arch Nature Preserve (TNC)
US-IN-101,Martin,subnational2,184,315,L1002314,Hoosier National Forest--Paw Paw Marsh
US-IN-025,Crawford,subnational2,179,309,L757557,Harrison-Crawford State Forest--Wyandotte Wetlands
US-IN-041,Fayette,subnational2,177,649,L292422,Mary Gray Bird Sanctuary
US-IN-179,Wells,subnational2,177,879,L837707,Ouabache SP
US-IN-183,Whitley,subnational2,175,538,L4615074,Crooked Lake (Whitley County)
US-IN-123,Perry,subnational2,172,334,L1298358,Hoosier National Forest--Indian Lake
US-IN-023,Clinton,subnational2,171,195,L4886433,Frankfort Lagoons
US-IN-067,Howard,subnational2,164,186,L1534456,Jackson Morrow Park
US-IN-145,Shelby,subnational2,163,269,L4827171,Meltzer Woods Nature Preserve (CILTI)
US-IN-033,DeKalb,subnational2,160,449,L5416929,Covell Nature Preserve (ACRES)
US-IN-015,Carroll,subnational2,158,185,L5846363,Adams Mill Oxbow Natural Area
US-IN-009,Blackford,subnational2,155,973,NA,NA
US-IN-049,Fulton,subnational2,154,102,L1621173,Summit Lake
US-IN-031,Decatur,subnational2,148,230,L796119,Lake Santee
US-IN-155,Switzerland,subnational2,137,67,L5086693,Splinter Ridge FWA (Switzerland Co.)
US-IN-159,Tipton,subnational2,137,111,L5645576,Tipton City Park
US-IN-115,Ohio,subnational2,133,70,L4132673,Denver Siekman Park
US-IN-135,Randolph,subnational2,128,227,L3582760,McVey Memorial Forest
US-IN-139,Rush,subnational2,116,153,NA,NA
US-MS-059,Jackson,subnational2,344,14138,L275524,Seaman Rd Sewage Lagoons (restricted access)
US-MS-059,Jackson,subnational2,344,14138,L275524,Seaman Rd Sewage Lagoons (restricted access)
US-MS-045,Hancock,subnational2,325,3731,L242453,Logtown
US-MS-047,Harrison,subnational2,323,5990,L1296469,West Ship Island
US-MS-033,DeSoto,subnational2,289,1869,L159781,Arkabutla Lake--Dam area
US-MS-105,Oktibbeha,subnational2,272,2403,L591879,Oktibbeha County Lake
US-MS-103,Noxubee,subnational2,266,1074,L1007991,Noxubee NWR--Bluff Lake
US-MS-143,Tunica,subnational2,253,794,L1748237,Gum Pond Rd and Little Texas Rd
US-MS-071,Lafayette,subnational2,252,1708,L1001527,Sardis Lake--Hurricane Landing
US-MS-089,Madison,subnational2,250,1586,L281801,Pipeline Road--Madison Co.
US-MS-001,Adams,subnational2,248,469,L218805,St Catherine Creek NWR
US-MS-151,Washington,subnational2,243,214,L612273,Yazoo NWR
US-MS-081,Lee,subnational2,233,738,L493015,Tupelo Water Treatment Facility
US-MS-107,Panola,subnational2,231,831,L1072031,Sardis Lake--Lower Lake
US-MS-109,Pearl River,subnational2,230,766,L1136259,ORWMA--north
US-MS-141,Tishomingo,subnational2,228,570,L684867,Tishomingo SP
US-MS-149,Warren,subnational2,228,857,L280414,Vicksburg National Military Park
US-MS-035,Forrest,subnational2,226,1102,L483760,Hattiesburg Sewage Lagoons
US-MS-087,Lowndes,subnational2,224,778,L1035747,Plymouth Bluff--River Trail
US-MS-135,Tallahatchie,subnational2,221,243,L1505648,Coldwater River NWR (Tallahatchie Co.)
US-MS-049,Hinds,subnational2,217,1763,L661312,Lefleurs Bluff SP
US-MS-093,Marshall,subnational2,214,721,L159263,Strawberry Plains Audubon Center
US-MS-055,Issaquena,subnational2,213,122,L727145,Mahannah WMA
US-MS-075,Lauderdale,subnational2,206,1024,L365026,Bonita Lakes
US-MS-011,Bolivar,subnational2,203,227,L910673,Dahomey NWR
US-MS-163,Yazoo,subnational2,203,148,L1647633,Phillips Bros. catfish ponds
US-MS-043,Grenada,subnational2,201,223,L861606,Grenada Lake Dam area
US-MS-121,Rankin,subnational2,198,1916,L1042280,Ross Barnett Reservoir--Lake Harbor Rd.
US-MS-161,Yalobusha,subnational2,197,220,L935801,Enid Lake
US-MS-119,Quitman,subnational2,193,296,L1022015,Coldwater River NWR (Quitman Co.)
US-MS-053,Humphreys,subnational2,189,200,L2999387,Four Winds Refuge (restricted access)
US-MS-083,Leflore,subnational2,189,147,L1022118,Mathews Brake NWR
US-MS-137,Tate,subnational2,182,236,L1810417,Arkabutla Lake--Dam area (Tate Co.)
US-MS-095,Monroe,subnational2,179,173,L2280210,Aberdeen Lock and Dam
US-MS-017,Chickasaw,subnational2,177,151,L4305851,Davis Lake
US-MS-027,Coahoma,subnational2,175,163,L159743,Moon Lake
US-MS-051,Holmes,subnational2,174,112,L678875,Morgan Brake NWR
US-MS-007,Attala,subnational2,167,95,L4443068,Natchez Trace Parkway--Holy Hill Picnic Area
US-MS-125,Sharkey,subnational2,166,41,L372484,Sunflower WMA
US-MS-039,George,subnational2,164,224,L990143,Pascagoula River WMA--Boneyard Lake
US-MS-123,Scott,subnational2,160,126,L822205,Roosevelt SP
US-MS-133,Sunflower,subnational2,160,148,L778119,Moorhead catfish ponds
US-MS-115,Pontotoc,subnational2,159,128,L1775550,Trace SP
US-MS-009,Benton,subnational2,155,88,NA,NA
US-MS-159,Winston,subnational2,149,84,L1008572,Noxubee NWR--Scattertown Trail
US-MS-157,Wilkinson,subnational2,147,90,L1108417,Clark Creek Natural Area
US-MS-073,Lamar,subnational2,145,282,L799939,Little Black Creek Water Park
US-MS-003,Alcorn,subnational2,143,103,L1248312,Tuscumbia Sod Farms
US-MS-019,Choctaw,subnational2,138,88,L1451642,Choctaw Lake
US-MS-113,Pike,subnational2,137,132,L691753,Percy Quin SP
US-MS-131,Stone,subnational2,137,145,L371718,Flint Creek Water Park
US-MS-025,Clay,subnational2,136,65,L2193647,Prairie Wildlife--Old Vinton Rd
US-MS-031,Covington,subnational2,136,166,L1931702,Lux Rd
US-MS-057,Itawamba,subnational2,135,372,L2651921,Tenn Tom Waterway--Fulton
US-MS-065,Jefferson Davis,subnational2,135,111,NA,NA
US-MS-069,Kemper,subnational2,132,80,L5645791,Lake Kemper
US-MS-127,Simpson,subnational2,131,287,NA,NA
US-MS-067,Jones,subnational2,126,165,L2592342,Bogue Homa Lake
US-MS-117,Prentiss,subnational2,126,42,L2575207,Bay Springs Lake--Gin Branch boat ramp
US-MS-021,Claiborne,subnational2,124,46,L1490335,Rocky Springs Campground
US-MS-085,Lincoln,subnational2,119,173,L2646523,My Home
US-MS-029,Copiah,subnational2,117,51,L5783931,Copiah County WMA
US-MS-111,Perry,subnational2,116,57,L2707927,De Soto NF
US-MS-037,Franklin,subnational2,115,29,L354333,Homochitto NF--Clear Springs
US-MS-129,Smith,subnational2,115,22,NA,NA
US-MS-063,Jefferson,subnational2,111,38,L3990297,Natchez Trace--Mount Locust
US-MS-091,Marion,subnational2,108,77,L5150793,Field across from Columbia Academy
US-MS-041,Greene,subnational2,107,47,L2743594,Deaton Preserve--North Unit
US-MS-155,Webster,subnational2,106,44,L1335201,Eupora Sewage Lagoons
US-MS-023,Clarke,subnational2,102,100,L1068851,Clarkco State Park
US-MS-061,Jasper,subnational2,101,49,NA,NA
US-MS-101,Newton,subnational2,100,56,L799942,Turkey Creek Water Park
US-MS-077,Lawrence,subnational2,99,44,NA,NA
US-MS-099,Neshoba,subnational2,96,27,L1218383,Nanih Waiya WMA
US-MS-013,Calhoun,subnational2,94,20,NA,NA
US-MS-005,Amite,subnational2,91,31,NA,NA
US-MS-153,Wayne,subnational2,87,42,L799941,Maynor Creek Water Park
US-MS-079,Leake,subnational2,78,20,NA,NA
US-MS-145,Union,subnational2,78,31,NA,NA
US-MS-147,Walthall,subnational2,75,11,NA,NA
US-MS-139,Tippah,subnational2,73,29,NA,NA
US-MS-015,Carroll,subnational2,60,24,L1640165,Sharkey Bayou
US-MS-097,Montgomery,subnational2,28,14,NA,NA
US-NH-015,Rockingham,subnational2,383,32073,L797634,NH coast
US-NH-015,Rockingham,subnational2,383,32073,L797634,NH coast
US-NH-017,Strafford,subnational2,297,9079,L468881,"Pickering Ponds, Rochester"
US-NH-011,Hillsborough,subnational2,268,14675,L1439914,"Fields Grove City Park, Nashua"
US-NH-013,Merrimack,subnational2,268,14236,L278347,"Horseshoe Pond, Concord"
US-NH-005,Cheshire,subnational2,263,14779,L518067,Hinsdale Setbacks
US-NH-009,Grafton,subnational2,261,12047,L871930,"Quincy Bog, Rumney"
US-NH-003,Carroll,subnational2,250,9384,L1639409,"Copps Pond Wildlife Management Area, Tuftonboro"
US-NH-001,Belknap,subnational2,248,2686,L384682,Squam Lake (overall)
US-NH-007,Coos,subnational2,236,13219,L156863,"Pondicherry NWR, Jefferson/Whitefield"
US-NH-019,Sullivan,subnational2,232,7389,L1123962,"Great Meadow, Charlestown"
US-SD-065,Hughes,subnational2,315,1008,L1554256,Farm Island
US-SD-065,Hughes,subnational2,315,1008,L1554256,Farm Island
US-SD-013,Brown,subnational2,313,1503,L212881,Sand Lake NWR
US-SD-103,Pennington,subnational2,293,7560,L782182,Canyon Lake
US-SD-117,Stanley,subnational2,280,892,L779628,Oahe Downstream RA
US-SD-099,Minnehaha,subnational2,279,6835,L911263,Outdoor Campus (Sioux Falls)
US-SD-093,Meade,subnational2,277,1404,L319397,Bear Butte Lake
US-SD-023,Charles Mix,subnational2,275,1740,L280754,Lake Andes NWR
US-SD-135,Yankton,subnational2,271,1894,L1039543,Lake Yankton (South Dakota)
US-SD-011,Brookings,subnational2,265,2661,L912181,Oakwood Lakes Area
US-SD-037,Day,subnational2,263,508,L191995,Waubay NWR
US-SD-083,Lincoln,subnational2,255,1287,L910083,Newton Hills SP
US-SD-119,Sully,subnational2,253,260,L805293,Cow Creek Rec. Area
US-SD-027,Clay,subnational2,250,1151,L1449756,Vermillion--Rose Lake
US-SD-109,Roberts,subnational2,250,1733,L597803,Sica Hollow SP Trail of the Spirits area
US-SD-071,Jackson,subnational2,249,1103,L285166,Badlands National Park
US-SD-033,Custer,subnational2,248,3038,L457074,Custer State Park
US-SD-129,Walworth,subnational2,248,248,L1652813,Lake Hiddenwood SP
US-SD-089,McPherson,subnational2,246,1065,L2696455,Leola City Park and Pond
US-SD-043,Douglas,subnational2,238,1525,L1801980,Corsica Lake
US-SD-091,Marshall,subnational2,238,280,L597806,Sica Hollow  SP West Entrance
US-SD-127,Union,subnational2,237,356,L490929,Adams Homestead and Nature Preserve
US-SD-045,Edmunds,subnational2,233,309,L597974,Mina Lake Recreation Area
US-SD-081,Lawrence,subnational2,229,1623,L319424,Spearfish Canyon
US-SD-085,Lyman,subnational2,228,859,L1039530,Big Bend Dam Tailrace
US-SD-019,Butte,subnational2,226,502,L1195589,Belle Fourche NWR
US-SD-015,Brule,subnational2,225,398,L1652931,Torrey Lake
US-SD-059,Hand,subnational2,223,200,L1502101,Lake Louise Rec. Area & Wildlife Refuge
US-SD-063,Harding,subnational2,222,417,L2917227,Reva Gap Campground
US-SD-007,Bennett,subnational2,221,199,L268889,Lacreek NWR
US-SD-047,Fall River,subnational2,219,670,L904008,Whitney Preserve
US-SD-105,Perkins,subnational2,218,229,L454506,Grand River National Grassland
US-SD-079,Lake,subnational2,214,623,L1973076,Lake Herman State Park
US-SD-051,Grant,subnational2,213,380,L1489060,Milbank - Flynn Prairie Nature Trail
US-SD-003,Aurora,subnational2,207,267,L780498,White Lake
US-SD-009,Bon Homme,subnational2,204,237,L2105726,Sand Creek Recreation Area
US-SD-075,Jones,subnational2,203,300,L1283470,Ft. Pierre NG - Jones County
US-SD-067,Hutchinson,subnational2,200,341,L802389,Silver Lake
